title,rating,type,duration
ARASHI's Diary -Voyage-,TV-PG,TV Show,1 Season
The Disastrous Life of Saiki K.: Reawakened,TV-14,TV Show,1 Season
Hot Gimmick: Girl Meets Boy,TV-MA,Movie,120 min
Fireworks,TV-PG,Movie,91 min
MFKZ,R,Movie,95 min
CAROLE & TUESDAY,TV-MA,TV Show,2 Seasons
The Danish Girl,R,Movie,120 min
Girls und Panzer,TV-PG,TV Show,1 Season
No Game No Life: Zero,TV-MA,Movie,106 min
Teasing Master Takagi-san,TV-PG,TV Show,1 Season
Levius,TV-14,TV Show,1 Season
Girls und Panzer der Film,TV-MA,Movie,121 min
Earthquake Bird,R,Movie,107 min
K-On!,TV-PG,TV Show,2 Seasons
K-on! the movie,TV-PG,Movie,110 min
The Garden of Words,TV-14,Movie,46 min
SCAMS,TV-14,TV Show,1 Season
Hey Arnold! The Jungle Movie,TV-PG,Movie,81 min
CLANNAD,TV-PG,TV Show,2 Seasons
Haikyu!!,TV-14,TV Show,2 Seasons
"Love, Chunibyo & Other Delusions!",TV-PG,TV Show,2 Seasons
Maid-Sama!,TV-14,TV Show,1 Season
Mobile Suit Gundam: Iron-Blooded Orphans,TV-14,TV Show,2 Seasons
Queer Eye: We're in Japan!,TV-14,TV Show,1 Season
KENGAN ASHURA,TV-MA,TV Show,2 Seasons
The Forest of Love,TV-MA,Movie,151 min
Ultramarine Magmell,TV-14,TV Show,1 Season
TUNA GIRL,TV-PG,Movie,90 min
Kabaneri of the Iron Fortress: The Battle of Unato,TV-MA,TV Show,1 Season
Naruto,TV-14,TV Show,9 Seasons
Cannon Busters,TV-MA,TV Show,1 Season
Enter the Anime,TV-MA,Movie,59 min
Angel Beats!,TV-PG,TV Show,1 Season
Anohana: The Flower We Saw That Day,TV-14,TV Show,1 Season
God Eater,TV-14,TV Show,1 Season
GRANBLUE FANTASY the Animation,TV-PG,TV Show,1 Season
Record of Grancrest War,TV-MA,TV Show,1 Season
Hikaru Utada Laughter in the Dark Tour 2018,TV-PG,Movie,141 min
Forest of Piano,TV-14,TV Show,2 Seasons
EVANGELION: DEATH (TRUE)²,TV-MA,Movie,69 min
Magi: The Labyrinth of Magic,TV-MA,TV Show,2 Seasons
Neon Genesis Evangelion,TV-MA,TV Show,1 Season
The End of Evangelion,TV-MA,Movie,87 min
Fate/Zero,TV-MA,TV Show,2 Seasons
Kill la Kill,TV-MA,TV Show,1 Season
Puella Magi Madoka Magica,TV-14,TV Show,1 Season
A Silent Voice,TV-14,Movie,130 min
March Comes in Like a Lion,TV-14,TV Show,2 Seasons
Revisions,TV-14,TV Show,1 Season
Code Geass: Lelouch of the Rebellion,TV-MA,TV Show,2 Seasons
Ingress: The Animation,TV-MA,TV Show,1 Season
Rilakkuma and Kaoru,TV-PG,TV Show,1 Season
Ultraman,TV-14,TV Show,1 Season
Ainori Love Wagon: Asian Journey,TV-MA,TV Show,2 Seasons
Stay Tuned!,TV-14,TV Show,1 Season
My Husband Won't Fit,TV-MA,TV Show,1 Season
River's Edge,TV-MA,Movie,118 min
The Disastrous Life of Saiki K.,TV-14,TV Show,3 Seasons
Violet Evergarden,TV-14,TV Show,1 Season
Sword Art Online Alternative: Gun Gale Online,TV-MA,TV Show,1 Season
GODZILLA The Planet Eater,TV-PG,Movie,91 min
Pokémon the Movie: I Choose You!,TV-Y7,Movie,97 min
The Seven Deadly Sins the Movie: Prisoners of the Sky,TV-14,Movie,100 min
LAST HOPE,TV-14,TV Show,2 Seasons
Sirius the Jaeger,TV-MA,TV Show,1 Season
Aggretsuko: We Wish You a Metal Christmas,TV-PG,Movie,22 min
Fate/stay night: Unlimited Blade Works,TV-14,TV Show,2 Seasons
The Theory of Everything,PG-13,Movie,123 min
Back Street Girls -GOKUDOLS-,TV-MA,TV Show,1 Season
Love and Fortune,TV-MA,TV Show,1 Season
Fate/EXTRA Last Encore,TV-MA,TV Show,2 Seasons
LOST SONG,TV-14,TV Show,1 Season
DRAGON PILOT: Hisone & Masotan,TV-14,TV Show,1 Season
Mobile Suit Gundam UC,TV-PG,TV Show,1 Season
Ultimate Beastmaster,TV-PG,TV Show,3 Seasons
Flavors of Youth: International Version,TV-PG,Movie,74 min
Switched,TV-MA,TV Show,1 Season
The Could’ve-Gone-All-the-Way Committee,TV-14,TV Show,1 Season
SWORDGAI The Animation,TV-MA,TV Show,2 Seasons
Smoking,TV-MA,TV Show,1 Season
Jimmy: The True Story of a True Idiot,TV-MA,TV Show,1 Season
GODZILLA City on the Edge of Battle,TV-14,Movie,101 min
Expelled from Paradise,TV-MA,Movie,103 min
Dinosaur King,TV-Y7,TV Show,2 Seasons
Mob Psycho 100,TV-MA,TV Show,1 Season
Lupin the 3rd: The Castle of Cagliostro: Special Edition,PG-13,Movie,100 min
Saint Seiya: The Lost Canvas,TV-MA,TV Show,1 Season
Pup Star: World Tour,G,Movie,87 min
Kong: King of the Apes,TV-Y7,TV Show,2 Seasons
In This Corner of the World,PG-13,Movie,129 min
Children of the Whales,TV-14,TV Show,1 Season
A.I.C.O.,TV-14,TV Show,1 Season
FullMetal Alchemist,TV-PG,Movie,134 min
Re:Mind,TV-MA,TV Show,1 Season
Love and Hong Kong,TV-PG,TV Show,1 Season
Godzilla,TV-14,TV Show,1 Season
Devilman Crybaby,TV-MA,TV Show,1 Season
Fullmetal Alchemist,TV-14,TV Show,1 Season
Fullmetal Alchemist: Brotherhood,TV-14,TV Show,5 Seasons
Pokémon: Indigo League,TV-Y7,TV Show,1 Season
Temple,TV-MA,Movie,78 min
Kantaro: The Sweet Tooth Salaryman,TV-PG,TV Show,1 Season
The Many Faces of Ito,TV-14,TV Show,1 Season
The Irregular at Magic High School,TV-14,TV Show,1 Season
Blazing Transfer Students,TV-MA,TV Show,1 Season
Glitter Force Doki Doki,TV-Y7,TV Show,2 Seasons
Fate/Apocrypha,TV-MA,TV Show,2 Seasons
ID-0,TV-PG,TV Show,1 Season
Beyblade Burst,TV-Y7,TV Show,1 Season
Terrace House: Aloha State,TV-14,TV Show,4 Seasons
Berserk: The Golden Age Arc II - The Battle for Doldrey,TV-MA,Movie,92 min
Berserk: The Golden Age Arc III - The Advent,TV-MA,Movie,107 min
FINAL FANTASY XIV Dad of Light,TV-PG,TV Show,1 Season
Gurren Lagann,TV-14,TV Show,1 Season
Million Yen Women,TV-MA,TV Show,1 Season
Little Witch Academia,TV-Y7,TV Show,2 Seasons
Pac-Man and the Ghostly Adventures,TV-Y7,TV Show,2 Seasons
BLAME!,TV-14,Movie,106 min
One-Punch Man,TV-14,TV Show,1 Season
Samurai Gourmet,TV-PG,TV Show,1 Season
Howards End,PG,Movie,143 min
Cyborg 009: Call of Justice,TV-14,TV Show,1 Season
AJIN: Demi-Human,TV-MA,TV Show,2 Seasons
A Christmas Special: Miraculous: Tales of Ladybug & Cat Noir,TV-Y7,Movie,22 min
InuYasha,TV-14,TV Show,2 Seasons
Tokyo Trial,TV-MA,TV Show,1 Season
Berserk: The Golden Age Arc I - The Egg of the King,TV-MA,Movie,77 min
Bleach The Movie: Fade to Black,TV-PG,Movie,94 min
Bleach the Movie: Hell Verse,TV-14,Movie,94 min
DEATH NOTE,TV-14,TV Show,1 Season
Vampire Knight,TV-14,TV Show,2 Seasons
Glitter Force,TV-Y7,TV Show,2 Seasons
Kuromukuro,TV-14,TV Show,2 Seasons
Hibana: Spark,TV-MA,TV Show,1 Season
Cyborg 009 VS Devilman,TV-MA,TV Show,1 Season
Terrace House: Boys & Girls in the City,TV-14,TV Show,2 Seasons
Your lie in April,TV-14,TV Show,1 Season
Atelier,TV-PG,TV Show,1 Season
忍者ハットリくん,TV-Y7,TV Show,2 Seasons
Barbecue,TV-MA,Movie,101 min
"Behind ""The Cove"": The Quiet Japanese Speak Out",TV-14,Movie,105 min
Beyblade: Metal Fusion,TV-Y7,TV Show,1 Season
Big Bad Beetleborgs,TV-G,TV Show,2 Seasons
Burning,TV-MA,Movie,148 min
Case Closed,TV-14,TV Show,1 Season
Dr. Seuss' The Grinch,PG,Movie,86 min
Fairy Tail,TV-MA,TV Show,1 Season
Gargantia on the Verdurous Planet,,TV Show,1 Season
Gehenna: Where Death Lives,TV-MA,Movie,107 min
Ghost Pain,TV-MA,Movie,58 min
Ghost Tears,TV-MA,Movie,58 min
Ghost Whispers,TV-14,Movie,56 min
Golden Time,TV-Y,Movie,22 min
"Good Night, and Good Luck",PG,Movie,93 min
Gunslinger Girl,TV-14,TV Show,2 Seasons
HALO Legends,PG-13,Movie,117 min
I Am,TV-MA,Movie,106 min
Inuyasha the Movie - L'isola del fuoco scarlatto,TV-PG,Movie,88 min
Inuyasha the Movie - La spada del dominatore del mondo,TV-14,Movie,99 min
InuYasha: The Movie 2: The Castle Beyond the Looking Glass,TV-14,Movie,99 min
Japanese Style Originator,TV-G,TV Show,1 Season
K,TV-MA,TV Show,1 Season
Kill Bill: Vol. 1,R,Movie,111 min
Knights of Sidonia,TV-MA,TV Show,2 Seasons
Magi: Adventure of Sinbad,TV-14,TV Show,1 Season
Mary and the Witch's Flower,PG,Movie,103 min
Miss Hokusai,PG-13,Movie,90 min
Naruto Shippuden : Blood Prison,TV-14,Movie,102 min
Ninja Hattori,TV-Y7,TV Show,1 Season
Nura: Rise of the Yokai Clan: Demon Capital,TV-MA,TV Show,1 Season
Power Rangers in Space,TV-Y7,TV Show,1 Season
Power Rangers Lightspeed Rescue,TV-Y7,TV Show,1 Season
Power Rangers Lost Galaxy,TV-Y7,TV Show,1 Season
Power Rangers Operation Overdrive,TV-Y7,TV Show,1 Season
Power Rangers Turbo,TV-Y7,TV Show,1 Season
Power Rangers Wild Force,TV-Y7,TV Show,1 Season
Power Rangers Zeo,TV-Y7,TV Show,1 Season
Ramen Shop,TV-PG,Movie,90 min
Robotech,TV-MA,TV Show,1 Season
Rurouni Kenshin,TV-14,TV Show,3 Seasons
Scott Pilgrim vs. the World,PG-13,Movie,112 min
The Crying Game,R,Movie,112 min
The Devil Is a Part-Timer!,TV-14,TV Show,1 Season
The Real Miyagi,TV-PG,Movie,81 min
The Secret Life of Pets 2,PG,Movie,86 min
Tokyo Idols,TV-14,Movie,89 min
Twice,TV-14,Movie,53 min
Yo-Kai Watch: The Movie,TV-Y7,Movie,96 min
Yu-Gi-Oh! Arc-V,TV-Y7,TV Show,2 Seasons
