title,rating,type,duration
The Queen,PG-13,Movie,103 min
The Strangers,R,Movie,85 min
The Sum of All Fears,PG-13,Movie,124 min
The Tourist,PG-13,Movie,103 min
Underworld,R,Movie,121 min
Underworld: Awakening,R,Movie,89 min
Underworld: Rise of the Lycans,R,Movie,92 min
What Dreams May Come,PG-13,Movie,114 min
Why Do Fools Fall in Love,R,Movie,116 min
America: The Motion Picture,TV-MA,Movie,98 min
Droppin' Cash: Los Angeles,TV-MA,TV Show,1 Season
Lying and Stealing,R,Movie,100 min
StarBeam,TV-Y,TV Show,4 Seasons
Killing Them Softly,R,Movie,97 min
The Ice Road,PG-13,Movie,109 min
Sex/Life,TV-MA,TV Show,1 Season
The Seventh Day,R,Movie,87 min
Too Hot to Handle,TV-MA,TV Show,2 Seasons
The Mole,TV-14,TV Show,2 Seasons
Black Lightning,TV-14,TV Show,4 Seasons
Champions,TV-14,TV Show,1 Season
Glee,TV-14,TV Show,6 Seasons
Hap and Leonard,TV-MA,TV Show,3 Seasons
Pose,TV-MA,TV Show,2 Seasons
Riverdale,TV-14,TV Show,4 Seasons
Schitt's Creek,TV-MA,TV Show,6 Seasons
The Assassination of Gianni Versace,TV-MA,TV Show,1 Season
The Last Dance,TV-MA,TV Show,1 Season
Fatherhood,PG-13,Movie,111 min
Black Summer,TV-MA,TV Show,2 Seasons
Silver Linings Playbook,R,Movie,122 min
Lowriders,PG-13,Movie,98 min
Avengers Climate Conundrum,TV-Y7,TV Show,1 Season
FTA,TV-MA,Movie,104 min
Life of Crime,R,Movie,101 min
Power Rangers Dino Fury,TV-G,TV Show,1 Season
Rogue Warfare: Death of a Nation,R,Movie,99 min
Sir! No Sir!,TV-MA,Movie,84 min
The American Bible Challenge,TV-G,TV Show,1 Season
The Reason I Jump,TV-14,Movie,82 min
Metallica: Some Kind of Monster,TV-MA,TV Show,1 Season
Picture a Scientist,TV-MA,Movie,97 min
The Devil Below,TV-MA,Movie,89 min
Lupin,TV-MA,TV Show,2 Seasons
Skater Girl,PG,Movie,110 min
Wish Dragon,PG,Movie,102 min
A Haunted House 2,R,Movie,86 min
Copenhagen,TV-MA,Movie,99 min
Awake,TV-MA,Movie,97 min
"Fresh, Fried & Crispy",TV-PG,TV Show,1 Season
L.A.’s Finest,TV-MA,TV Show,2 Seasons
Vampire Academy,PG-13,Movie,104 min
A Private War,R,Movie,110 min
Breaking Boundaries: The Science Of Our Planet,TV-PG,Movie,74 min
Sweet Tooth,TV-14,TV Show,1 Season
2 Hearts,PG-13,Movie,101 min
A Perfect Ending,TV-MA,Movie,110 min
American Outlaws,PG-13,Movie,94 min
And Then Came Lola,TV-MA,Movie,70 min
Battlefield Earth,PG-13,Movie,118 min
Bliss,R,Movie,103 min
Cloudburst,TV-MA,Movie,93 min
Cocomelon,TV-Y,TV Show,3 Seasons
Company of Heroes,R,Movie,101 min
Cradle 2 the Grave,R,Movie,101 min
Domestic Disturbance,PG-13,Movie,89 min
Dream/Killer,TV-MA,Movie,109 min
Felon,R,Movie,104 min
Flipped,PG,Movie,90 min
Fools Rush In,PG-13,Movie,109 min
Happy Endings,TV-14,TV Show,3 Seasons
Hostel: Part III,R,Movie,88 min
I Am Sam,PG-13,Movie,132 min
Love Jones,R,Movie,109 min
Million Dollar Baby,PG-13,Movie,133 min
Mosquita y Mari,TV-14,Movie,85 min
Never Back Down 2: The Beatdown,R,Movie,104 min
Ninja Assassin,R,Movie,99 min
Population 436,R,Movie,93 min
Sniper: Legacy,R,Movie,98 min
Starsky & Hutch,PG-13,Movie,101 min
Streets of Fire,PG,Movie,94 min
Swordfish,R,Movie,99 min
The Adventures of Sonic the Hedgehog,TV-Y7,TV Show,1 Season
The Four Seasons,PG,Movie,108 min
The Interpreter,PG-13,Movie,128 min
The Meddler,PG-13,Movie,104 min
The Mirror Has Two Faces,PG-13,Movie,127 min
The Outlaw Josey Wales,PG,Movie,136 min
The Wind,R,Movie,88 min
Then Came You,TV-MA,Movie,97 min
Welcome Home,R,Movie,97 min
Dirty John,TV-MA,TV Show,2 Seasons
Bo Burnham: Inside,TV-MA,Movie,88 min
Collateral Beauty,PG-13,Movie,97 min
The Kominsky Method,TV-MA,TV Show,3 Seasons
Blue Miracle,TV-PG,Movie,97 min
Home,PG,Movie,94 min
Master of None,TV-MA,TV Show,3 Seasons
Army of the Dead,R,Movie,148 min
Jurassic World Camp Cretaceous,TV-Y7,TV Show,3 Seasons
Special,TV-MA,TV Show,2 Seasons
Spy Kids: All the Time in the World,PG,Movie,88 min
Sabotage,R,Movie,109 min
Small Town Crime,R,Movie,92 min
The Last Days,PG-13,Movie,87 min
The Magic School Bus,TV-Y,TV Show,1 Season
Amy Tan: Unintended Memoir,TV-14,Movie,101 min
Sleight,R,Movie,89 min
Halston,TV-MA,TV Show,1 Season
Haunted,TV-MA,TV Show,3 Seasons
"Love, Death & Robots",TV-MA,TV Show,2 Seasons
The Woman in the Window,R,Movie,102 min
Castlevania,TV-MA,TV Show,4 Seasons
Oxygen,TV-14,Movie,102 min
The Upshaws,TV-14,TV Show,1 Season
"Money, Explained",TV-14,TV Show,1 Season
Deadly Switch,TV-PG,Movie,86 min
Sleepless,R,Movie,95 min
In Our Mothers' Gardens,TV-MA,Movie,85 min
Jupiter's Legacy,TV-MA,TV Show,1 Season
Monster,TV-MA,Movie,99 min
Unrest,TV-MA,Movie,97 min
Dead Man Down,R,Movie,118 min
Framing John DeLorean,TV-MA,Movie,109 min
The Sons of Sam: A Descent into Darkness,TV-MA,TV Show,1 Season
Selena: The Series,TV-PG,TV Show,2 Seasons
StartUp,TV-MA,TV Show,3 Seasons
The Clovehitch Killer,TV-MA,Movie,109 min
Aliens Stole My Body,PG,Movie,88 min
Au coeur des gangs,R,Movie,97 min
Best of the Best,PG-13,Movie,97 min
Due Date,R,Movie,95 min
Fun with Dick & Jane,PG-13,Movie,91 min
Green Zone,R,Movie,115 min
Hachi: A Dog's Tale,G,Movie,93 min
JT LeRoy,R,Movie,109 min
Madagascar 3: Europe's Most Wanted,PG,Movie,96 min
Mystic River,R,Movie,138 min
Never Back Down,PG-13,Movie,113 min
Stargate,PG-13,Movie,121 min
State of Play,PG-13,Movie,127 min
Swiped,TV-14,Movie,94 min
The Darkest Hour,PG-13,Movie,89 min
The Lovely Bones,PG-13,Movie,136 min
The Sweetest Thing,R,Movie,89 min
The Whole Nine Yards,R,Movie,99 min
The Whole Truth,R,Movie,93 min
Under Siege,R,Movie,102 min
Zack and Miri Make a Porno,R,Movie,101 min
The Strangers: Prey at Night,R,Movie,85 min
August: Osage County,R,Movie,121 min
Battle: Los Angeles,PG-13,Movie,116 min
Shadow and Bone - The Afterparty,TV-14,Movie,33 min
Shadow and Bone,TV-14,TV Show,1 Season
Stowaway,TV-MA,Movie,116 min
Oloibiri,TV-14,Movie,86 min
Free to Play,TV-14,Movie,76 min
Miss Sloane,R,Movie,132 min
American Me,R,Movie,126 min
Arlo the Alligator Boy,TV-Y7,Movie,93 min
Barbie & Chelsea: The Lost Birthday,TV-Y,Movie,60 min
Crimson Peak,R,Movie,119 min
Doctor Bello,TV-MA,Movie,96 min
Rush,R,Movie,123 min
Synchronic,R,Movie,102 min
The Zookeeper's Wife,PG-13,Movie,127 min
Time Trap,TV-14,Movie,88 min
Dark City Beneath the Beat,TV-MA,Movie,65 min
Garth Brooks: The Road I’m On,TV-PG,TV Show,1 Season
Gilmore Girls,TV-14,TV Show,7 Seasons
Next in Fashion,TV-14,TV Show,1 Season
Only Mine,TV-14,Movie,88 min
Power Players,TV-Y,TV Show,3 Seasons
The Master,R,Movie,137 min
Time Is Illmatic,TV-MA,Movie,75 min
Zoot Suit,R,Movie,103 min
Dad Stop Embarrassing Me!,TV-14,TV Show,1 Season
House of Cards,TV-MA,TV Show,6 Seasons
Indian Matchmaking,TV-14,TV Show,1 Season
Jeffrey Epstein: Filthy Rich,TV-MA,TV Show,1 Season
Living with Yourself,TV-MA,TV Show,1 Season
Unnatural Selection,TV-MA,TV Show,1 Season
Why Did You Kill Me?,TV-MA,Movie,84 min
My Love: Six Stories of True Love,TV-PG,TV Show,1 Season
The Baker and the Beauty,TV-PG,TV Show,1 Season
"Nicky, Ricky, Dicky & Dawn",TV-G,TV Show,4 Seasons
The Stand-In,R,Movie,102 min
Thunder Force,PG-13,Movie,107 min
Two Distant Strangers,TV-MA,Movie,32 min
Coded Bias,TV-MA,Movie,86 min
What Lies Below,TV-MA,Movie,88 min
Escape from Planet Earth,PG,Movie,89 min
Accepted,PG-13,Movie,93 min
An American Girl: McKenna Shoots for the Stars,TV-Y,Movie,94 min
Concrete Cowboy,R,Movie,112 min
Cross: Rise of the Villains,R,Movie,100 min
Wild Child,PG-13,Movie,98 min
Woody Woodpecker,PG,Movie,91 min
2012,PG-13,Movie,158 min
Insidious,PG-13,Movie,103 min
Into the Grizzly Maze,R,Movie,90 min
Kingsglaive: Final Fantasy XV,PG-13,Movie,116 min
Legally Blonde,PG-13,Movie,96 min
Maximum Risk,R,Movie,101 min
My Fair Lady,G,Movie,173 min
Prank Encounters,TV-MA,TV Show,2 Seasons
S.W.A.T.: Under Siege,R,Movie,89 min
Sniper: Ghost Shooter,R,Movie,99 min
Starship Troopers: Traitor of Mars,R,Movie,88 min
Takers,PG-13,Movie,107 min
The Pianist,R,Movie,149 min
The Stepfather,PG-13,Movie,102 min
Universal Soldier: The Return,R,Movie,83 min
White Boy,TV-MA,Movie,83 min
Worn Stories,TV-MA,TV Show,1 Season
Yes Man,PG-13,Movie,104 min
At Eternity's Gate,PG-13,Movie,111 min
Haunted: Latin America,TV-14,TV Show,1 Season
7 Yards: The Chris Norton Story,TV-PG,Movie,93 min
Rainbow High,TV-Y,TV Show,1 Season
Lawless,R,Movie,116 min
A Week Away,TV-PG,Movie,98 min
Bad Trip,TV-MA,Movie,87 min
Big Time Rush,TV-G,TV Show,4 Seasons
DOTA: Dragon's Blood,TV-MA,TV Show,1 Season
Secret Magic Control Agency,TV-Y7,Movie,105 min
Seaspiracy,TV-14,Movie,90 min
Philomena,PG-13,Movie,98 min
Jiu Jitsu,R,Movie,102 min
Mighty Morphin Power Rangers,TV-Y7,TV Show,4 Seasons
Country Comfort,TV-PG,TV Show,1 Season
Deadly Illusions,R,Movie,115 min
Nate Bargatze: The Greatest Average American,TV-G,Movie,60 min
Skylines,R,Movie,113 min
The Fluffy Movie,PG-13,Movie,101 min
Operation Varsity Blues: The College Admissions Scandal,R,Movie,100 min
Get on Up,PG-13,Movie,139 min
Savages,R,Movie,131 min
Waffles + Mochi,TV-Y,TV Show,1 Season
The BFG,PG,Movie,118 min
The Last Blockbuster,TV-14,Movie,87 min
The Lost Pirate Kingdom,TV-MA,TV Show,1 Season
Paradise PD,TV-MA,TV Show,3 Seasons
YES DAY,PG,Movie,90 min
The Block Island Sound,TV-MA,Movie,99 min
City of Ghosts,TV-Y7,TV Show,1 Season
Pacific Rim: The Black,TV-14,TV Show,1 Season
Parker,R,Movie,119 min
Safe Haven,PG-13,Movie,116 min
Moxie,PG-13,Movie,112 min
Murder Among the Mormons,TV-14,TV Show,1 Season
Black or White,PG-13,Movie,121 min
Word Party,TV-Y,TV Show,5 Seasons
Biggie: I Got a Story to Tell,R,Movie,98 min
Dances with Wolves,PG-13,Movie,181 min
LEGO Marvel Spider-Man: Vexed by Venom,TV-Y,Movie,22 min
Rain Man,R,Movie,134 min
Tenacious D in The Pick of Destiny,R,Movie,94 min
Captain Fantastic,R,Movie,119 min
No Escape,R,Movie,103 min
Our Idiot Brother,R,Movie,90 min
El final del paraíso,TV-MA,TV Show,1 Season
Sin senos sí hay paraíso,TV-MA,TV Show,3 Seasons
Age of Samurai: Battle for Japan,TV-MA,TV Show,1 Season
Canine Intervention,TV-PG,TV Show,1 Season
Ginny & Georgia,TV-14,TV Show,1 Season
Two Sentence Horror Stories,TV-14,TV Show,2 Seasons
Brian Regan: On the Rocks,TV-G,Movie,58 min
The Conjuring,R,Movie,112 min
The Conjuring 2,R,Movie,134 min
Operation Finale,PG-13,Movie,123 min
I Care a Lot,R,Movie,118 min
No Escape Room,TV-14,Movie,85 min
Amend: The Fight for America,TV-MA,TV Show,1 Season
MeatEater,TV-14,TV Show,4 Seasons
The Most Unknown,TV-PG,Movie,92 min
Animals on the Loose: A You vs. Wild Movie,TV-PG,Movie,139 min
Good Girls,TV-MA,TV Show,3 Seasons
The Resurrection of Gavin Stone,PG,Movie,92 min
"My Teacher, My Obsession",TV-14,Movie,86 min
The Crew,TV-14,TV Show,1 Season
Buried by the Bernards,TV-14,TV Show,1 Season
Chappelle's Show,TV-MA,TV Show,2 Seasons
To All The Boys: Always And Forever,TV-14,Movie,116 min
Middle of Nowhere,R,Movie,102 min
This Is the Life,TV-MA,Movie,98 min
Crime Scene: The Vanishing at the Cecil Hotel,TV-MA,TV Show,1 Season
The World We Make,PG,Movie,108 min
Five Came Back: The Reference Films,TV-MA,TV Show,1 Season
ICarly,TV-G,TV Show,2 Seasons
War Dogs,R,Movie,114 min
The Sinner,TV-MA,TV Show,3 Seasons
Malcolm & Marie,R,Movie,106 min
"Strip Down, Rise Up",R,Movie,113 min
Black Beach,TV-MA,Movie,116 min
Firefly Lane,TV-MA,TV Show,1 Season
Power Rangers Ninja Steel,TV-Y7,TV Show,2 Seasons
Tiffany Haddish Presents: They Ready,TV-MA,TV Show,2 Seasons
Beverly Hills Ninja,PG-13,Movie,89 min
Love Daily,TV-14,TV Show,1 Season
My Dead Ex,TV-14,TV Show,1 Season
Shutter Island,R,Movie,139 min
The Bank Job,R,Movie,112 min
The Unsettling,TV-14,TV Show,1 Season
Total Drama,TV-PG,TV Show,7 Seasons
Zac and Mia,TV-14,TV Show,2 Seasons
Zathura,PG,Movie,101 min
Fatima,PG-13,Movie,113 min
Hell Fest,R,Movie,89 min
Finding ‘Ohana,PG,Movie,123 min
We Are: The Brooklyn Saints,TV-14,TV Show,1 Season
Accomplice,TV-14,Movie,52 min
BONDING,TV-MA,TV Show,2 Seasons
Outlander,TV-MA,TV Show,4 Seasons
Penguin Bloom,TV-14,Movie,95 min
Go Dog Go,TV-Y,TV Show,1 Season
The Next Three Days,PG-13,Movie,133 min
The White Tiger,R,Movie,127 min
Friendsgiving,R,Movie,95 min
Cut Throat City,R,Movie,123 min
Sightless,TV-14,Movie,89 min
Spycraft,TV-MA,TV Show,1 Season
Hello Ninja,TV-Y,TV Show,4 Seasons
Homefront,R,Movie,100 min
A Monster Calls,PG-13,Movie,108 min
Death of Me,R,Movie,94 min
Radium Girls,TV-14,Movie,103 min
Bling Empire,TV-MA,TV Show,1 Season
Carmen Sandiego,TV-Y7,TV Show,4 Seasons
Disenchantment,TV-14,TV Show,3 Seasons
Henry Danger,TV-G,TV Show,3 Seasons
Outside the Wire,R,Movie,116 min
Penguins of Madagascar: The Movie,PG,Movie,92 min
Pinkfong & Baby Shark's Space Adventure,TV-Y,Movie,65 min
The Magicians,TV-MA,TV Show,5 Seasons
The Vanished,R,Movie,115 min
What Would Sophia Loren Do?,TV-14,Movie,32 min
An Imperfect Murder,R,Movie,71 min
Night Stalker: The Hunt for a Serial Killer,TV-MA,TV Show,1 Season
"Crack: Cocaine, Corruption & Conspiracy",TV-MA,Movie,90 min
Charming,TV-Y7,Movie,85 min
Creating The Queen's Gambit,TV-14,Movie,14 min
Pretend It’s a City,TV-14,TV Show,1 Season
Pieces of a Woman,R,Movie,128 min
Surviving Death,TV-MA,TV Show,1 Season
History of Swear Words,TV-MA,TV Show,1 Season
Nailed It! Mexico,TV-PG,TV Show,3 Seasons
QB1: Beyond the Lights,TV-14,TV Show,1 Season
Playing for Keeps,PG-13,Movie,106 min
Bad Grandpa .5,TV-MA,Movie,87 min
Case 39,R,Movie,111 min
Cobra Kai,TV-14,TV Show,3 Seasons
Dream Home Makeover,TV-G,TV Show,2 Seasons
Eddie Murphy: Raw,R,Movie,90 min
Full Out 2: You Got This!,TV-Y,Movie,91 min
Gimme Shelter,PG-13,Movie,101 min
Good Burger,PG,Movie,96 min
Good Hair,PG-13,Movie,96 min
Headspace Guide to Meditation,TV-G,TV Show,1 Season
Into the Wild,R,Movie,148 min
Jenni Rivera: Mariposa de Barrio,TV-MA,TV Show,1 Season
Mean Girls 2,PG-13,Movie,98 min
Mystic Pizza,R,Movie,104 min
The Cat in the Hat Knows a Lot About That!,TV-Y,TV Show,1 Season
The Creative Brain,TV-14,Movie,53 min
The Haunted Hathaways,TV-G,TV Show,2 Seasons
The Minimalists: Less Is Now,TV-14,Movie,54 min
Unknown,PG-13,Movie,113 min
What's Eating Gilbert Grape,PG-13,Movie,118 min
Alaska Is a Drag,TV-MA,Movie,83 min
Chilling Adventures of Sabrina,TV-14,TV Show,4 Seasons
Best Leftovers Ever!,TV-G,TV Show,1 Season
Dare Me,TV-MA,TV Show,1 Season
Equinox,TV-MA,TV Show,1 Season
Cops and Robbers,PG-13,Movie,8 min
Rango,PG,Movie,110 min
Death to 2020,TV-MA,Movie,71 min
Bridgerton,TV-MA,TV Show,1 Season
We Can Be Heroes,PG,Movie,101 min
The History of Future Folk,TV-14,Movie,85 min
The Midnight Sky,PG-13,Movie,119 min
After We Collided,R,Movie,105 min
London Hughes: To Catch a D*ck,TV-MA,Movie,68 min
Rhyme Time Town Singalongs,TV-Y,TV Show,1 Season
Shaun the Sheep,TV-Y,TV Show,2 Seasons
"Ariana grande: excuse me, i love you",TV-MA,Movie,98 min
The Con Is On,R,Movie,95 min
Atlas Shrugged: Part II,PG-13,Movie,112 min
Guest House,R,Movie,84 min
Ma Rainey's Black Bottom,R,Movie,94 min
Schulz Saves America,TV-MA,TV Show,1 Season
Bwakaw,TV-MA,Movie,110 min
Incarnate,PG-13,Movie,87 min
Lee Daniels' The Butler,PG-13,Movie,132 min
Marvel Anime: Wolverine,TV-14,TV Show,1 Season
