title,rating,type,duration
Instant Hotel,TV-MA,TV Show,2 Seasons
Motown Magic,TV-Y,TV Show,2 Seasons
I Am Mother,TV-PG,Movie,114 min
Lunatics,TV-MA,TV Show,1 Season
Secret City,TV-MA,TV Show,2 Seasons
Tidelands,TV-MA,TV Show,1 Season
Pine Gap,TV-MA,TV Show,1 Season
Faraar,TV-14,Movie,146 min
Ask the Doctor,TV-PG,TV Show,1 Season
Rake,TV-MA,TV Show,5 Seasons
We Are Family,TV-14,Movie,119 min
Sisters,TV-MA,TV Show,1 Season
72 Dangerous Animals: Asia,TV-14,TV Show,1 Season
Da Kath & Kim Code,TV-PG,Movie,82 min
Kath & Kimderella,TV-14,Movie,86 min
Kath and Kim,TV-MA,TV Show,6 Seasons
The Bleeding Edge,TV-14,Movie,101 min
Going for Gold,TV-G,Movie,88 min
King of Peking,TV-14,Movie,88 min
Hannah Gadsby: Nanette,TV-MA,Movie,70 min
Ali's Wedding,TV-MA,Movie,110 min
Troy,TV-MA,TV Show,1 Season
Rip Tide,TV-PG,Movie,87 min
72 Dangerous Animals: Latin America,TV-14,TV Show,1 Season
The Secret,TV-14,Movie,91 min
Beat Bugs: All Together Now,TV-Y,Movie,51 min
Offspring,TV-MA,TV Show,7 Seasons
Berlin Syndrome,R,Movie,116 min
Raising the Bar,TV-Y,Movie,97 min
A 2nd Chance,PG,Movie,95 min
Kazoops!,TV-Y,TV Show,3 Seasons
Casting JonBenet,TV-14,Movie,81 min
Bottersnikes & Gumbles,TV-Y7,TV Show,2 Seasons
Outback Truckers,TV-MA,TV Show,3 Seasons
72 Cutest Animals,TV-PG,TV Show,1 Season
72 Dangerous Places to Live,TV-PG,TV Show,1 Season
H2O: Mermaid Adventures,TV-Y7,TV Show,2 Seasons
Adore,R,Movie,111 min
Aussie Gold Hunters,TV-MA,TV Show,1 Season
Backtrack,R,Movie,90 min
Barbecue,TV-MA,Movie,101 min
Be Here Now,TV-MA,Movie,110 min
Blinky Bill: The Movie,PG,Movie,91 min
Bondi Rescue,TV-PG,TV Show,1 Season
Breath,TV-MA,Movie,116 min
Carol,R,Movie,119 min
Cats & Dogs: The Revenge of Kitty Galore,PG,Movie,82 min
Cheapest Weddings,TV-14,TV Show,1 Season
Clash of the Titans,PG-13,Movie,106 min
Court Justice,TV-MA,TV Show,1 Season
Dance Academy,TV-PG,TV Show,1 Season
Dance Academy: The Comeback,TV-PG,Movie,100 min
Deep Water,TV-MA,TV Show,1 Season
Don't Be Afraid of the Dark,R,Movie,99 min
Emo the Musical,TV-MA,Movie,94 min
George of the Jungle 2,PG,Movie,87 min
Ghost Rider,PG-13,Movie,110 min
Goldstone,R,Movie,110 min
Have You Seen the Listers?,TV-MA,Movie,86 min
Head On,TV-MA,Movie,104 min
Highly Strung,TV-14,Movie,80 min
History's Greatest Hoaxes,TV-PG,TV Show,1 Season
Holding the Man,TV-MA,Movie,128 min
Jupiter Ascending,PG-13,Movie,128 min
Knowing,PG-13,Movie,121 min
Legend of the Guardians: The Owls of Ga'Hoole,PG,Movie,97 min
Little Lunch,,TV Show,1 Season
Little Lunch: The Halloween Horror Story,TV-Y7,Movie,23 min
Little Lunch: The Nightmare Before Graduation,TV-Y7,Movie,25 min
Losing Sight of Shore,TV-14,Movie,92 min
Mad Max,R,Movie,93 min
MegaTruckers,TV-PG,TV Show,1 Season
Mountain,PG,Movie,74 min
Nights in Rodanthe,PG-13,Movie,97 min
Occupation,R,Movie,120 min
Only the Dead,TV-MA,Movie,76 min
OtherLife,TV-MA,Movie,96 min
Pacific Heat,TV-14,TV Show,1 Season
Peter Rabbit,PG,Movie,95 min
Red Christmas,TV-MA,Movie,81 min
Rumor Has It,PG-13,Movie,97 min
Santa's Apprentice,TV-G,Movie,72 min
Sardaarji 2,TV-PG,Movie,145 min
Saving Mr. Banks,PG-13,Movie,126 min
Shaka Zulu,TV-14,TV Show,1 Season
Sherlock Holmes,PG-13,Movie,128 min
Shopkins: Wild,TV-Y,Movie,75 min
Shopkins: World Vacation,TV-Y,Movie,71 min
Son of a Gun,R,Movie,109 min
Stop at Nothing: The Lance Armstrong Story,NR,Movie,100 min
Strictly Ballroom,PG,Movie,95 min
The Adventures of Figaro Pho,TV-Y7,TV Show,2 Seasons
The Chefs' Line,TV-14,TV Show,1 Season
The Daughter,TV-MA,Movie,95 min
The Day My Butt Went Psycho!,TV-Y7,TV Show,2 Seasons
The Great Raid,R,Movie,133 min
The King's Speech,R,Movie,118 min
The Last Days of Chez Nous,R,Movie,93 min
The Magic Pill,TV-PG,Movie,90 min
The Rover,R,Movie,103 min
The Sapphires,PG-13,Movie,99 min
The Water Diviner,R,Movie,111 min
The Water Horse: Legend of the Deep,PG,Movie,112 min
Thorne: Sleepyhead,NR,Movie,125 min
Tyke Elephant Outlaw,TV-14,Movie,78 min
Winter of Our Dreams,NR,Movie,86 min
